topic,length_chars,length_words,quality_score,sentiment,source_detail,plagiarism_score,notes,text_cleaned,text_cleaned_lower,ai_pattern_count,text_cleaned_lem,creation_year,creation_month,creation_dayofweek,label_encoded,avg_word_length,lexical_diversity,punctuation_density,exclamation_count,question_count,hedge_words_count,intensifier_count,first_person_count,sentence_count,type_token_ratio,avg_sentence_length,readability_score,grade_level,entity_density,person_entity_count,org_entity_count,location_entity_count,total_entities,passive_voice_ratio,unique_bigram_ratio,sentence_length_variability,contraction_density,leakage_flag
Lifestyle,131,21.0,4.13,0.46,Author_12,0.095,personal_tone,", lifestyle often leads to adoption increases with better education. I would love to hear others thoughts on this.",", lifestyle often leads to adoption increases with better education. i would love to hear others thoughts on this.",0,", lifestyle lead adoption increase well education . love hear thought .",2023,11,6,0,5.052631578947368,0.9473684210526315,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,2.0,0.9473684210526315,10.5,61.400000000000034,6.9311111111111146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,False
Entertainment,91,14.0,3.52,0.25,Author_98,0.313,no_tone,My personal opinion on entertainment is that it requires more data for conclusive evidence.,my personal opinion on entertainment is that it requires more data for conclusive evidence.,0,personal opinion entertainment require datum conclusive evidence .,2024,5,5,0,5.571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,23.42500000000001,13.470000000000002,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,True
Entertainment,79,11.0,4.14,-0.01,Bloomz-7B,0.132,no_tone,A concise overview of entertainment the results are promising but preliminary.,a concise overview of entertainment the results are promising but preliminary.,0,concise overview entertainment result promise preliminary .,2025,1,5,1,6.181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.088181818181852,14.445454545454545,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,True
Travel,120,17.0,4.36,0.83,Bloomz-7B,0.029,no_tone,travel shows it requires more data for conclusive evidence. Further investigation is warranted.,travel shows it requires more data for conclusive evidence. further investigation is warranted.,1,travel show require datum conclusive evidence . investigation warrant .,2024,12,5,1,6.384615384615385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.5,18.022115384615404,12.360384615384618,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,2.5,0.0,False
Finance,81,13.0,3.18,0.11,Author_20,0.048,no_tone,My personal opinion on finance is that the results are promising but preliminary.,my personal opinion on finance is that the results are promising but preliminary.,0,personal opinion finance result promise preliminary .,2023,2,0,0,5.3076923076923075,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,30.947692307692336,12.172307692307694,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,1.0,0.0,0.0,False
Travel,255,30.5,4.27,-0.42,Claude-2,0.019,no_tone,travel and highlights that the results are promising but preliminary. I would love to hear others thoughts on this. the results are promising but preliminary adoption increases with better education there are tradeoffs to consider,travel and highlights that the results are promising but preliminary. i would love to hear others thoughts on this. the results are promising but preliminary adoption increases with better education there are tradeoffs to consider,1,travel highlight result promise preliminary . love hear thought . result promising preliminary adoption increase well education tradeoff consider,2025,5,0,1,5.6,0.8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.8,10.166666666666666,42.71333333333334,10.200000000000003,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.8823529411764706,3.0912061651652345,0.0,False
Sports,167,25.0,2.41,0.2,Author_88,0.214,no_tone,My personal opinion on sports is that the results are promising but preliminary. adoption increases with better education it requires more data for conclusive evidence,my personal opinion on sports is that the results are promising but preliminary. adoption increases with better education it requires more data for conclusive evidence,0,personal opinion sport result promise preliminary . adoption increase well education require datum conclusive evidence,2024,8,3,0,5.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,12.5,21.563500000000005,13.357000000000003,0.0,0.0,0.0,0.0,0.0,0.08,1.0,0.5,0.0,False
Sports,221,30.5,4.26,-0.03,Author_18,0.034,no_tone,", sports often leads to privacy concerns remain a top challenge. it can be optimized with simple heuristics the results are promising but preliminary the community response has been overwhelmingly positive",", sports often leads to privacy concerns remain a top challenge. it can be optimized with simple heuristics the results are promising but preliminary the community response has been overwhelmingly positive",1,", sport lead privacy concern remain challenge . optimize simple heuristic result promise preliminary community response overwhelmingly positive",2024,8,0,0,5.645161290322581,0.967741935483871,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,2.0,0.967741935483871,15.25,28.05000000000001,13.073333333333338,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,1.0,4.5,0.0,True
Education,133,18.0,4.04,-0.43,Author_3,0.215,no_tone,My personal opinion on education is that the community response has been overwhelmingly positive. Further investigation is warranted.,my personal opinion on education is that the community response has been overwhelmingly positive. further investigation is warranted.,1,personal opinion education community response overwhelmingly positive . investigation warrant .,2025,4,1,0,6.444444444444445,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9444444444444444,9.0,0.30000000000001137,15.453333333333337,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,5.0,0.0,False
Technology,222,30.5,2.63,-0.38,Author_75,0.219,no_tone,", technology often leads to the community response has been overwhelmingly positive. the community response has been overwhelmingly positive there are tradeoffs to consider there are tradeoffs to consider",", technology often leads to the community response has been overwhelmingly positive. the community response has been overwhelmingly positive there are tradeoffs to consider there are tradeoffs to consider",1,", technology lead community response overwhelmingly positive . community response overwhelmingly positive tradeoff consider tradeoff consider",2023,5,2,0,6.068965517241379,0.5862068965517241,0.034482758620689655,0.0,0.0,1.0,0.0,0.0,2.0,0.5862068965517241,15.25,17.382142857142867,14.312857142857148,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.6785714285714286,2.5,0.0,False
Food,105,17.0,1.7,0.65,Author_12,0.302,personal_tone,food in my daytoday life and found that privacy concerns remain a top challenge.,food in my daytoday life and found that privacy concerns remain a top challenge.,0,food daytoday life find privacy concern remain challenge .,2023,3,0,0,4.785714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,65.72500000000001,7.570000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Travel,73,12.0,2.89,0.13,Author_70,0.032,no_tone,", travel often leads to there are tradeoffs to consider.",", travel often leads to there are tradeoffs to consider.",0,", travel lead tradeoff consider .",2024,11,3,0,4.7,0.9,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.9,12.0,66.10000000000002,6.2755555555555596,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Health,101,14.0,3.13,0.68,Llama-3-Small,0.131,no_tone,health and highlights that costs can vary greatly depending on implementation.,health and highlights that costs can vary greatly depending on implementation.,1,health highlight cost vary greatly depend implementation .,2025,9,6,1,6.181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,41.8518181818182,10.154545454545456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Science,92,12.0,3.91,0.55,Bloomz-7B,0.144,no_tone,science is associated with adoption increases with better education.,science is associated with adoption increases with better education.,1,science associate adoption increase well education .,2025,2,4,1,6.666666666666667,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,12.0,0.0,16.764444444444447,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Finance,82,12.0,1.8,0.4,Author_32,0.167,no_tone,", finance often leads to adoption increases with better education.",", finance often leads to adoption increases with better education.",0,", finance lead adoption increase well education .",2023,7,6,0,5.7,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,19.100000000000023,12.831111111111113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Science,220,28.0,4.77,0.19,Gpt-5-Base,0.009,no_tone,Researchstyle summary on science suggests the community response has been overwhelmingly positive. it improves efficiency significantly it can be optimized with simple heuristics adoption increases with better education,researchstyle summary on science suggests the community response has been overwhelmingly positive. it improves efficiency significantly it can be optimized with simple heuristics adoption increases with better education,1,researchstyle summary science suggest community response overwhelmingly positive . improve efficiency significantly optimize simple heuristic adoption increase well education,2023,9,1,1,6.857142857142857,0.9285714285714286,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.9285714285714286,14.0,0.0,17.262857142857147,0.03571428571428571,1.0,0.0,0.0,1.0,0.07142857142857142,1.0,2.0,0.0,False
Health,82,13.0,3.92,0.37,Author_12,0.278,no_tone,", health often leads to the results are promising but preliminary.",", health often leads to the results are promising but preliminary.",0,", health lead result promise preliminary .",2024,5,4,0,5.090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,44.405,9.55,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Entertainment,105,16.0,3.46,0.41,Author_1,0.139,personal_tone,"After trying several approaches related to entertainment, I noticed users report a mixed set of outcomes.","after trying several approaches related to entertainment, i noticed users report a mixed set of outcomes.",0,"try approach relate entertainment , notice user report mixed set outcome .",2023,11,6,0,5.625,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,31.97,12.775000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Finance,74,12.0,2.63,0.72,Author_98,0.321,no_tone,", finance often leads to there are tradeoffs to consider.",", finance often leads to there are tradeoffs to consider.",0,", finance lead tradeoff consider .",2024,3,0,0,4.8,0.9,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.9,12.0,66.10000000000002,6.2755555555555596,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Technology,88,14.0,3.98,-0.59,Author_80,0.131,personal_tone,"technology, I believe it can be optimized with simple heuristics.","technology, i believe it can be optimized with simple heuristics.",0,"technology , believe optimize simple heuristic .",2024,6,5,0,5.6,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,35.94500000000002,10.73,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Science,107,14.0,2.71,0.67,Gpt-4O-Mini,0.085,no_tone,science and highlights that the community response has been overwhelmingly positive.,science and highlights that the community response has been overwhelmingly positive.,2,science highlight community response overwhelmingly positive .,2024,10,1,1,6.7272727272727275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,18.77909090909094,13.372727272727271,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Entertainment,85,14.0,4.55,-0.38,Author_6,0.329,personal_tone,"entertainment, I believe users report a mixed set of outcomes.","entertainment, i believe users report a mixed set of outcomes.",0,"entertainment , believe user report mixed set outcome .",2025,1,6,0,5.3,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,52.86500000000001,8.370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Education,103,16.0,3.85,0.71,Author_30,0.141,personal_tone,education in my daytoday life and found that there are tradeoffs to consider.,education in my daytoday life and found that there are tradeoffs to consider.,0,education daytoday life find tradeoff consider .,2023,9,4,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,56.97846153846157,8.541538461538462,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,False
Finance,98,14.0,3.76,-0.08,Author_3,0.257,personal_tone,"finance, I believe the community response has been overwhelmingly positive.","finance, i believe the community response has been overwhelmingly positive.",1,"finance , believe community response overwhelmingly positive .",2025,7,2,0,6.6,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,10.564999999999998,14.270000000000007,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Lifestyle,165,26.0,2.73,-0.33,Author_9,0.23,personal_tone,lifestyle in my daytoday life and found that it requires more data for conclusive evidence. This could change as new data becomes available.,lifestyle in my daytoday life and found that it requires more data for conclusive evidence. this could change as new data becomes available.,0,lifestyle daytoday life find require datum conclusive evidence . change new datum available .,2023,5,5,0,5.130434782608695,0.9565217391304348,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.9565217391304348,13.0,55.38858695652178,8.390652173913043,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,1.0,3.5,0.0,True
Finance,166,27.0,3.93,0.17,Author_50,0.048,personal_tone,finance in my daytoday life and found that costs can vary greatly depending on implementation. I would love to hear others thoughts on this.,finance in my daytoday life and found that costs can vary greatly depending on implementation. i would love to hear others thoughts on this.,0,finance daytoday life find cost vary greatly depend implementation . love hear thought .,2024,3,0,0,4.875,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9583333333333334,13.5,67.75500000000001,6.790000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,False
Finance,136,22.0,2.96,0.4,Author_9,0.341,no_tone,", finance often leads to it requires more data for conclusive evidence. This could change as new data becomes available.",", finance often leads to it requires more data for conclusive evidence. this could change as new data becomes available.",0,", finance lead require datum conclusive evidence . change new datum available .",2023,3,2,0,5.05,0.95,0.05,0.0,0.0,2.0,0.0,0.0,2.0,0.95,11.0,50.25565789473683,8.609736842105267,0.0,0.0,0.0,0.0,0.0,0.05,1.0,2.0,0.0,True
Science,108,16.0,3.79,-0.38,Author_76,0.312,personal_tone,"After trying several approaches related to science, I noticed it requires more data for conclusive evidence.","after trying several approaches related to science, i noticed it requires more data for conclusive evidence.",0,"try approach relate science , notice require datum conclusive evidence .",2024,2,1,0,5.8125,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,21.39500000000001,14.250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Health,89,13.0,3.33,-0.16,Claude-2,0.08,no_tone,health shows costs can vary greatly depending on implementation.,health shows costs can vary greatly depending on implementation.,1,health show cost vary greatly depend implementation .,2025,8,6,1,6.222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,37.900000000000034,10.208888888888893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,131,18.0,4.49,0.63,Llama-3-Small,0.099,no_tone,A concise overview of lifestyle the community response has been overwhelmingly positive. Implementation details matter a lot here.,a concise overview of lifestyle the community response has been overwhelmingly positive. implementation details matter a lot here.,1,concise overview lifestyle community response overwhelmingly positive . implementation detail matter lot .,2023,7,3,1,6.277777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,19.100000000000023,12.831111111111113,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,3.0,0.0,True
Health,92,13.0,3.99,0.33,Bloomz-7B,0.057,no_tone,health and highlights that the results are promising but preliminary.,health and highlights that the results are promising but preliminary.,1,health highlight result promise preliminary .,2025,3,2,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,44.405,9.55,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Finance,92,12.0,4.97,0.21,Gpt-4O-Mini,0.016,no_tone,finance and highlights that adoption increases with better education.,finance and highlights that adoption increases with better education.,1,finance highlight adoption increase well education .,2025,3,4,1,6.777777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,19.100000000000023,12.831111111111113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Entertainment,145,20.0,4.79,0.21,Gpt-4O-Mini,0.079,no_tone,entertainment is associated with users report a mixed set of outcomes. will shape future developments.,entertainment is associated with users report a mixed set of outcomes. will shape future developments.,1,entertainment associate user report mixed set outcome . shape future development .,2024,10,5,1,5.866666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,35.662499999999994,10.148333333333337,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,3.5,0.0,True
